Annotation Cluster 1	EnrichmentScore:3.7513561485905296
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
BIOCARTA	h_tcraPathway:Lck and Fyn tyrosine kinases in initiation of TCR Activation	6	5.5045871559633035	7.330404744950614e-08	ENSG00000182866, ENSG00000198851, ENSG00000167286, ENSG00000198821, ENSG00000010810, ENSG00000160654	21	11	1623	42.15584415584415	3.958410875526397e-06	3.958418562273331e-06	0.00036652023724753066
BIOCARTA	h_tcrPathway:T Cell Receptor Signaling Pathway	7	6.422018348623854	8.180202323240289e-06	ENSG00000182866, ENSG00000198851, ENSG00000167286, ENSG00000213658, ENSG00000198821, ENSG00000010810, ENSG00000160654	21	44	1623	12.295454545454545	0.00044163518265272206	7.36218209091626e-05	0.006816835269366908
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	3	2.7522935779816518	0.01746478690163424	ENSG00000182866, ENSG00000198851, ENSG00000010810	99	40	19357	14.664393939393939	0.9999991448105322	0.6595036196664739	65.28503675134704
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	4	3.669724770642202	0.030063652387508903	ENSG00000182866, ENSG00000198851, ENSG00000173762, ENSG00000010810	99	133	19357	5.880458722563986	0.9999999999692826	0.7690476239772439	76.128926207079
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	4	3.669724770642202	0.03362261546102423	ENSG00000182866, ENSG00000113263, ENSG00000198851, ENSG00000010810	99	139	19357	5.626625971949713	0.9999999999983351	0.8332104393935066	82.48047855282505
Annotation Cluster 3	EnrichmentScore:1.4449199270481836
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:PH	6	5.5045871559633035	0.014655302463760433	ENSG00000113263, ENSG00000023892, ENSG00000141293, ENSG00000075884, ENSG00000072818, ENSG00000105122	105	283	20516	4.142554265522463	0.9999922414149165	0.37686683223337963	37.686683223337965
INTERPRO	IPR011993:Pleckstrin homology-like domain	7	6.422018348623854	0.02622831041431915	ENSG00000113263, ENSG00000023892, ENSG00000159023, ENSG00000141293, ENSG00000075884, ENSG00000072818, ENSG00000196405	97	452	19139	3.055674664720372	0.9984740399001277	1.0	100.0
INTERPRO	IPR001849:Pleckstrin homology domain	5	4.587155963302752	0.05023271077843723	ENSG00000113263, ENSG00000023892, ENSG00000141293, ENSG00000075884, ENSG00000072818	97	276	19139	3.5744434483789034	0.9999965438008304	1.0	100.0
SMART	SM00233:PH	5	4.587155963302752	0.08601388730303415	ENSG00000113263, ENSG00000023892, ENSG00000141293, ENSG00000075884, ENSG00000072818	66	267	10374	2.94347974123255	0.9994272217046467	1.0	100.0
Annotation Cluster 4	EnrichmentScore:1.3352089811855499
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0045121~membrane raft	6	5.5045871559633035	0.0072916404927071505	ENSG00000182866, ENSG00000111716, ENSG00000064012, ENSG00000116824, ENSG00000213658, ENSG00000010810	104	241	20587	4.928263645068625	0.7455198088887767	0.15150408579291524	14.583280985414302
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	4	3.669724770642202	0.05207697136804657	ENSG00000182866, ENSG00000213658, ENSG00000198821, ENSG00000010810	56	126	8205	4.651360544217687	0.9989359709667653	0.5127578719315355	49.6734188433675
UP_SEQ_FEATURE	LIPID:S-palmitoyl cysteine	5	4.587155963302752	0.055961429295694996	ENSG00000182866, ENSG00000213658, ENSG00000125910, ENSG00000173762, ENSG00000010810	105	283	20516	3.4521285546020524	1.0	0.8638717021250113	86.38717021250113
UP_KW_PTM	KW-0564~Palmitate	5	4.587155963302752	0.2146862894813996	ENSG00000182866, ENSG00000213658, ENSG00000125910, ENSG00000173762, ENSG00000010810	90	377	14104	2.0783966990863543	0.9733530384221156	0.8639876230669581	86.39876230669582
Annotation Cluster 5	EnrichmentScore:1.324662940867122
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:Phorbol-ester/DAG-type	3	2.7522935779816518	0.03611197927956618	ENSG00000027075, ENSG00000172575, ENSG00000065357	105	59	20516	9.935108958837773	0.9999999999998141	0.6395832774625388	63.958327746253886
INTERPRO	IPR002219:Protein kinase C-like, phorbol ester/diacylglycerol binding	3	2.7522935779816518	0.04580107651393282	ENSG00000027075, ENSG00000172575, ENSG00000065357	97	68	19139	8.704821103699212	0.9999892378998051	1.0	100.0
SMART	SM00109:C1	3	2.7522935779816518	0.06419248658700202	ENSG00000027075, ENSG00000172575, ENSG00000065357	66	66	10374	7.144628099173554	0.9959404134780202	1.0	100.0
Annotation Cluster 6	EnrichmentScore:1.2724141966368656
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0004888~transmembrane signaling receptor activity	7	6.422018348623854	0.00047611558909245715	ENSG00000198851, ENSG00000167286, ENSG00000187764, ENSG00000198821, ENSG00000139193, ENSG00000069493, ENSG00000160654	101	187	18913	7.009636257743422	0.09775164358422406	0.034280322414656915	3.4280322414656914
UP_KW_DOMAIN	KW-0393~Immunoglobulin domain	8	7.339449541284404	0.09853372599791138	ENSG00000186470, ENSG00000198851, ENSG00000153283, ENSG00000116824, ENSG00000170571, ENSG00000187764, ENSG00000173762, ENSG00000160654	77	752	14500	2.003315833103067	0.8285485283066605	0.3350146683928987	31.530792319331646
INTERPRO	IPR003598:Immunoglobulin subtype 2	3	2.7522935779816518	0.3648404807102297	ENSG00000198851, ENSG00000187764, ENSG00000160654	97	254	19139	2.3304245474470333	1.0	1.0	100.0
SMART	SM00408:IGc2	3	2.7522935779816518	0.47527271987280256	ENSG00000198851, ENSG00000187764, ENSG00000160654	66	254	10374	1.8564781675017894	1.0	1.0	100.0
Annotation Cluster 7	EnrichmentScore:1.1883349621965287
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:PH	6	5.5045871559633035	0.014655302463760433	ENSG00000113263, ENSG00000023892, ENSG00000141293, ENSG00000075884, ENSG00000072818, ENSG00000105122	105	283	20516	4.142554265522463	0.9999922414149165	0.37686683223337963	37.686683223337965
UP_KW_MOLECULAR_FUNCTION	KW-0343~GTPase activation	4	3.669724770642202	0.09241891926257662	ENSG00000175463, ENSG00000075884, ENSG00000072818, ENSG00000105122	65	197	11735	3.6657555642327218	0.9772211429379318	1.0	100.0
GOTERM_MF_DIRECT	GO:0005096~GTPase activator activity	4	3.669724770642202	0.20102008011230826	ENSG00000175463, ENSG00000075884, ENSG00000072818, ENSG00000105122	101	292	18913	2.565170215651702	1.0	1.0	100.0
Annotation Cluster 8	EnrichmentScore:1.1179249774411428
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0003924~GTPase activity	6	5.5045871559633035	0.04102944578897774	ENSG00000188042, ENSG00000179144, ENSG00000168421, ENSG00000180096, ENSG00000127824, ENSG00000125354	101	357	18913	3.1471836259256176	0.999882526807367	0.7475749219963946	74.75749219963946
UP_KW_LIGAND	KW-0342~GTP-binding	6	5.5045871559633035	0.05187806355553011	ENSG00000188042, ENSG00000179144, ENSG00000168421, ENSG00000180096, ENSG00000127824, ENSG00000125354	39	370	6850	2.8482328482328483	0.5735902586887187	0.5290277209102094	52.90277209102094
GOTERM_MF_DIRECT	GO:0005525~GTP binding	6	5.5045871559633035	0.06266681561242593	ENSG00000188042, ENSG00000179144, ENSG00000168421, ENSG00000180096, ENSG00000127824, ENSG00000125354	101	403	18913	2.7879517480284006	0.9999991506192673	0.7670071048186846	76.70071048186846
UP_KW_LIGAND	KW-0547~Nucleotide-binding	16	14.678899082568808	0.06612846511377618	ENSG00000182866, ENSG00000179144, ENSG00000115977, ENSG00000180096, ENSG00000065357, ENSG00000170004, ENSG00000113263, ENSG00000166750, ENSG00000188042, ENSG00000168421, ENSG00000027075, ENSG00000127824, ENSG00000149311, ENSG00000010810, ENSG00000164543, ENSG00000125354	39	1858	6850	1.512516905412492	0.6653473967975554	0.5290277209102094	52.90277209102094
GOTERM_CC_DIRECT	GO:0015630~microtubule cytoskeleton	4	3.669724770642202	0.07099903025777529	ENSG00000046651, ENSG00000180096, ENSG00000127824, ENSG00000125354	104	191	20587	4.145590012082159	0.9999989552237502	0.5648878760942566	54.374234062548766
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	7	6.422018348623854	0.3131066138892433	ENSG00000166750, ENSG00000188042, ENSG00000179144, ENSG00000168421, ENSG00000180096, ENSG00000170004, ENSG00000125354	97	918	19139	1.5045369808862834	1.0	1.0	100.0
Annotation Cluster 9	EnrichmentScore:1.1110971751489211
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:SH3	6	5.5045871559633035	0.004889249603452475	ENSG00000182866, ENSG00000113263, ENSG00000141293, ENSG00000136717, ENSG00000071051, ENSG00000010810	105	216	20516	5.427513227513227	0.9798849934094841	0.3100016550902365	31.000165509023653
INTERPRO	IPR001452:Src homology-3 domain	6	5.5045871559633035	0.005942414828765577	ENSG00000182866, ENSG00000113263, ENSG00000141293, ENSG00000136717, ENSG00000071051, ENSG00000010810	97	229	19139	5.169675415297348	0.7664302337082898	0.4833164060729336	48.33164060729336
UP_KW_DOMAIN	KW-0728~SH3 domain	6	5.5045871559633035	0.0065106031716312945	ENSG00000182866, ENSG00000113263, ENSG00000141293, ENSG00000136717, ENSG00000071051, ENSG00000010810	77	225	14500	5.021645021645021	0.10509894781455398	0.11068025391773201	10.41696507461007
SMART	SM00326:SH3	6	5.5045871559633035	0.009632999591425356	ENSG00000182866, ENSG00000113263, ENSG00000141293, ENSG00000136717, ENSG00000071051, ENSG00000010810	66	208	10374	4.534090909090909	0.5522028128866031	0.3997694830441523	39.97694830441523
UP_SEQ_FEATURE	DOMAIN:SH2	4	3.669724770642202	0.017169297625233643	ENSG00000182866, ENSG00000113263, ENSG00000071051, ENSG00000010810	105	107	20516	7.30431686693369	0.9999989871719628	0.41466455173670347	41.46645517367035
INTERPRO	IPR000980:SH2 domain	4	3.669724770642202	0.017936380856281773	ENSG00000182866, ENSG00000113263, ENSG00000071051, ENSG00000010810	97	110	19139	7.174882849109653	0.9879199716203366	0.9718441814770651	97.18441814770651
UP_KW_DOMAIN	KW-0727~SH2 domain	4	3.669724770642202	0.019070961171535207	ENSG00000182866, ENSG00000113263, ENSG00000071051, ENSG00000010810	77	108	14500	6.9745069745069745	0.27915971060333933	0.16210316995804927	15.256768937228166
GOTERM_MF_DIRECT	GO:0004715~non-membrane spanning protein tyrosine kinase activity	3	2.7522935779816518	0.02364211086819764	ENSG00000182866, ENSG00000113263, ENSG00000010810	101	45	18913	12.483828382838283	0.9943042280434692	0.6720168723785306	67.20168723785306
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	7	6.422018348623854	0.026807008840640523	ENSG00000182866, ENSG00000113263, ENSG00000027075, ENSG00000065357, ENSG00000213658, ENSG00000010810, ENSG00000164543	99	450	19357	3.0415039281705947	0.9999999995616862	0.7690476239772439	76.128926207079
SMART	SM00252:SH2	4	3.669724770642202	0.027306517849592243	ENSG00000182866, ENSG00000113263, ENSG00000071051, ENSG00000010810	66	104	10374	6.045454545454546	0.8995364599159297	0.566610245379039	56.661024537903906
GOTERM_MF_DIRECT	GO:0004712~protein serine/threonine/tyrosine kinase activity	7	6.422018348623854	0.029306507517832755	ENSG00000182866, ENSG00000113263, ENSG00000027075, ENSG00000115977, ENSG00000149311, ENSG00000010810, ENSG00000164543	101	440	18913	2.9790954095409545	0.9983791698158316	0.6720168723785306	67.20168723785306
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	4	3.669724770642202	0.03362261546102423	ENSG00000182866, ENSG00000113263, ENSG00000198851, ENSG00000010810	99	139	19357	5.626625971949713	0.9999999999983351	0.8332104393935066	82.48047855282505
GOTERM_BP_DIRECT	GO:0030168~platelet activation	3	2.7522935779816518	0.04657425169495529	ENSG00000182866, ENSG00000027075, ENSG00000065357	99	68	19357	8.626114081996436	1.0	0.9470097844640909	93.74560918087155
INTERPRO	IPR011009:Protein kinase-like domain	7	6.422018348623854	0.056712300988837575	ENSG00000182866, ENSG00000113263, ENSG00000027075, ENSG00000115977, ENSG00000149311, ENSG00000010810, ENSG00000164543	97	546	19139	2.529606132698916	0.9999993496041925	1.0	100.0
